party,post_id,shares,likes,total_interactions,ad_group
SPD,330165526782_10155845602736783,7,58,75,not sponsored
SPD,330165526782_10155846018661783,2,15,17,not sponsored
SPD,330165526782_10155844410771783,5,47,68,not sponsored
SPD,330165526782_10155840026641783,25,320,466,not sponsored
SPD,330165526782_10155843911271783,4,32,41,not sponsored
SPD,330165526782_10155834442001783,25,73,102,not sponsored
SPD,330165526782_10155837922831783,6,61,75,not sponsored
SPD,330165526782_10155832272876783,1,17,18,not sponsored
SPD,10155832438441783:9:0,6,35,48,not sponsored
SPD,330165526782_10155830769856783,13,36,51,not sponsored
SPD,330165526782_10155832273256783,1,13,15,not sponsored
SPD,330165526782_10155832272356783,1,13,14,not sponsored
SPD,330165526782_10155829486906783,20,105,139,not sponsored
SPD,330165526782_10155821050186783,6,43,55,not sponsored
SPD,330165526782_10155828192586783,2,14,17,not sponsored
SPD,330165526782_10155830509786783,1,20,22,not sponsored
SPD,330165526782_10155832275291783,1,14,15,not sponsored
SPD,330165526782_10155818010746783,5,108,122,not sponsored
SPD,330165526782_10155832274421783,1,22,23,not sponsored
SPD,330165526782_10155832274806783,2,20,22,not sponsored
SPD,330165526782_10155804584191783,5,15,22,not sponsored
SPD,330165526782_10155808336131783,13,394,440,not sponsored
SPD,214065808453_10157290234223454,18,86,108,not sponsored
SPD,10157293295228454:9:0,33,107,146,not sponsored
SPD,214065808453_627666040977668,0,0,0,not sponsored
SPD,214065808453_10157284719608454,137,196,333,not sponsored
SPD,214065808453_10157228221183454,105,373,766,not sponsored
SPD,214065808453_10157287368888454,8,45,55,not sponsored
SPD,214065808453_626668501129755,0,0,0,not sponsored
SPD,214065808453_378112862797388,0,1,1,not sponsored
SPD,214065808453_2324032891045542,0,0,0,not sponsored
SPD,214065808453_324561035112967,0,0,0,not sponsored
SPD,214065808453_959283601069281,0,0,0,not sponsored
SPD,214065808453_10157271453058454,29,86,119,not sponsored
SPD,214065808453_10157263962313454,34,74,108,not sponsored
SPD,214065808453_396997117567692,0,0,1,not sponsored
SPD,214065808453_10157254662303454,14,93,110,not sponsored
SPD,214065808453_416816359157636,0,0,0,not sponsored
SPD,214065808453_414271439130508,0,0,1,not sponsored
SPD,214065808453_10157257231228454,13,91,107,not sponsored
SPD,214065808453_339385620052665,0,0,0,not sponsored
SPD,214065808453_10157146565503454,25,69,105,not sponsored
SPD,214065808453_2514648328569230,0,0,0,not sponsored
SPD,214065808453_10157228217008454,72,247,407,not sponsored
SPD,214065808453_10157251284488454,52,130,184,not sponsored
SPD,214065808453_10157251636913454,33,174,214,not sponsored
SPD,214065808453_2169350999846610,0,0,0,not sponsored
SPD,214065808453_478093609600465,0,0,0,not sponsored
SPD,214065808453_10157233310983454,3,17,20,not sponsored
SPD,214065808453_10157236070613454,6,95,106,not sponsored
SPD,214065808453_2428622890758013,0,0,0,not sponsored
SPD,214065808453_392456834927604,0,0,0,not sponsored
SPD,214065808453_10157230523798454,13,101,117,not sponsored
SPD,214065808453_284680645754071,15,103,147,not sponsored
SPD,214065808453_10157235450033454,31,168,211,not sponsored
SPD,214065808453_10157210425488454,72,98,173,not sponsored
SPD,214065808453_10157228157458454,13,57,70,not sponsored
SPD,214065808453_755969974799010,0,0,0,not sponsored
SPD,214065808453_10157227656033454,26,63,90,not sponsored
SPD,214065808453_10157188652478454,20,124,151,not sponsored
SPD,214065808453_10157144421768454,34,110,164,not sponsored
SPD,214065808453_424920968297354,0,0,0,not sponsored
SPD,214065808453_356190701674780,0,2,2,not sponsored
SPD,214065808453_10157196022408454,80,383,505,not sponsored
SPD,214065808453_438824776888778,29,119,202,not sponsored
SPD,214065808453_10157167302578454,39,373,550,not sponsored
SPD,214065808453_10157144418108454,88,303,505,not sponsored
SPD,214065808453_10157195910713454,59,93,161,not sponsored
SPD,214065808453_10157195756828454,35,123,167,not sponsored
SPD,214065808453_10157146595938454,33,159,257,not sponsored
SPD,214065808453_10157181031693454,9,40,49,not sponsored
SPD,214065808453_661958094244820,0,2,2,not sponsored
SPD,214065808453_10157186518888454,7,57,67,not sponsored
SPD,214065808453_10157185810273454,12,150,163,not sponsored
SPD,214065808453_2117014565061375,3,40,47,not sponsored
SPD,214065808453_10157185852198454,4,91,95,not sponsored
SPD,214065808453_10157162735058454,0,24,24,not sponsored
SPD,214065808453_10157144399238454,35,151,215,not sponsored
SPD,214065808453_10157164133813454,3,42,45,not sponsored
SPD,214065808453_10157166562428454,15,44,63,not sponsored
SPD,214065808453_10157156545738454,2,58,62,not sponsored
SPD,214065808453_10157146539648454,27,67,99,not sponsored
SPD,214065808453_10157155201473454,1,17,19,not sponsored
SPD,214065808453_10157123112088454,6,36,45,not sponsored
SPD,214065808453_10157144210563454,37,63,107,not sponsored
SPD,214065808453_10157142232188454,35,106,202,not sponsored
SPD,214065808453_10157139725093454,2,28,32,not sponsored
SPD,214065808453_10157139445813454,0,24,26,not sponsored
SPD,214065808453_10157129709418454,17,59,99,not sponsored
SPD,214065808453_10157135105438454,7,142,157,not sponsored
SPD,214065808453_10157097327713454,13,67,86,not sponsored
SPD,214065808453_10157095625763454,12,114,127,not sponsored
SPD,214065808453_10157113548098454,0,27,30,not sponsored
SPD,214065808453_10157097945123454,16,49,70,not sponsored
SPD,214065808453_10157095681848454,5,65,71,not sponsored
SPD,214065808453_10157103063673454,4,29,36,not sponsored
SPD,214065808453_10157095786353454,12,140,156,not sponsored
SPD,214065808453_10157095768423454,8,60,72,not sponsored
SPD,214065808453_835218640162624,22,65,100,not sponsored
SPD,165381593630826_1282649731904001,5,11,18,not sponsored
SPD,165381593630826_1290927804409527,8,31,48,not sponsored
SPD,165381593630826_341567789876064,0,0,0,not sponsored
SPD,165381593630826_1284305981738376,15,31,51,not sponsored
SPD,165381593630826_1289609921207982,7,25,39,not sponsored
SPD,165381593630826_1285604111608563,33,131,185,not sponsored
SPD,165381593630826_1285711988264442,3,43,57,not sponsored
SPD,165381593630826_1282644161904558,16,43,63,not sponsored
SPD,165381593630826_1280301292138845,15,81,112,not sponsored
SPD,165381593630826_1284926628342978,5,47,61,not sponsored
SPD,165381593630826_1282642618571379,20,51,88,middle
SPD,165381593630826_1282646545237653,11,58,101,middle
SPD,165381593630826_1282648338570807,2,6,12,low
SPD,165381593630826_1284394528396188,22,36,61,not sponsored
SPD,165381593630826_1282645695237738,19,54,116,middle
SPD,165381593630826_1280460305456277,1,44,51,not sponsored
SPD,165381593630826_1274829082686066,14,60,82,not sponsored
SPD,165381593630826_1283304268505214,2,33,40,not sponsored
SPD,165381593630826_1278736158962025,21,66,113,not sponsored
SPD,165381593630826_1279507492218225,36,176,334,not sponsored
SPD,165381593630826_1278789978956643,11,35,48,not sponsored
SPD,165381593630826_1279649415537366,22,57,92,not sponsored
SPD,165381593630826_1278673555634952,6,21,27,not sponsored
SPD,165381593630826_1279538168881824,15,71,153,middle
SPD,165381593630826_1276196399216001,16,89,111,not sponsored
SPD,165381593630826_1275231559312485,11,109,140,not sponsored
SPD,165381593630826_1269819599853681,0,22,28,not sponsored
SPD,165381593630826_1270658819769759,5,36,55,not sponsored
SPD,165381593630826_1273966122772362,0,6,11,not sponsored
SPD,165381593630826_1272093779626263,7,33,44,not sponsored
SPD,165381593630826_1269176849917956,20,58,98,low
SPD,165381593630826_1273462309489410,4,22,28,not sponsored
SPD,165381593630826_1267365666765741,12,86,102,not sponsored
SPD,165381593630826_1269873219848319,10,76,98,not sponsored
SPD,165381593630826_1040222986169122,0,0,0,not sponsored
SPD,165381593630826_1269888363180138,9,38,57,not sponsored
SPD,165381593630826_1265143856987922,0,3,4,not sponsored
SPD,165381593630826_1266463446855963,6,48,61,not sponsored
SPD,165381593630826_1264330570402584,5,6,11,not sponsored
SPD,165381593630826_1263769653792009,13,14,29,not sponsored
SPD,165381593630826_1259688970866744,17,173,206,not sponsored
SPD,165381593630826_1265062873662687,14,35,51,not sponsored
SPD,165381593630826_1258310441004597,11,44,81,not sponsored
SPD,165381593630826_1244706215698353,15,57,79,not sponsored
SPD,165381593630826_1250085048493803,33,144,216,not sponsored
SPD,165381593630826_1243437739158534,8,15,27,not sponsored
SPD,165381593630826_1249523855216589,37,106,164,not sponsored
SPD,165381593630826_264673707810273,0,0,0,not sponsored
SPD,165381593630826_1250699985098976,3,17,26,not sponsored
SPD,165381593630826_1247413548760953,14,94,118,not sponsored
SPD,165381593630826_1250318418470466,2,53,71,not sponsored
SPD,165381593630826_1250250858477222,11,95,121,not sponsored
SPD,165381593630826_274302116834509,2,38,50,not sponsored
SPD,165381593630826_1247499152085726,7,96,125,not sponsored
SPD,165381593630826_1247631628739145,4,37,41,not sponsored
SPD,165381593630826_1247460352089606,52,173,259,not sponsored
SPD,165381593630826_1246845265484448,115,661,940,not sponsored
SPD,165381593630826_1246886035480371,30,315,395,not sponsored
SPD,165381593630826_352741762038090,10,61,95,not sponsored
SPD,165381593630826_1248927498609558,29,102,159,not sponsored
SPD,165381593630826_1246070238895284,3,31,52,not sponsored
SPD,165381593630826_447576089313521,26,95,178,not sponsored
SPD,165381593630826_1245497115619263,7,42,51,not sponsored
SPD,165381593630826_1247402272095414,13,110,133,not sponsored
SPD,165381593630826_1244828305686144,4,28,34,not sponsored
SPD,165381593630826_1245373858964922,6,27,35,not sponsored
SPD,165381593630826_1244284982407143,13,74,97,not sponsored
SPD,165381593630826_1244749815693993,29,37,92,not sponsored
SPD,165381593630826_1244216889080619,12,91,118,not sponsored
SPD,165381593630826_1244715812364060,2,20,25,not sponsored
SPD,165381593630826_588456131635751,2,52,61,not sponsored
SPD,165381593630826_1243401372495504,12,75,97,not sponsored
SPD,165381593630826_1244040075764967,12,72,97,not sponsored
SPD,165381593630826_790189418006556,0,0,0,not sponsored
SPD,165381593630826_1240165012819140,15,86,109,not sponsored
SPD,165381593630826_1242027622632879,2,10,15,not sponsored
SPD,165381593630826_1237665813069060,4,53,73,not sponsored
SPD,165381593630826_1238878426281132,6,41,55,not sponsored
SPD,165381593630826_1235964553239186,7,60,70,not sponsored
SPD,165381593630826_1232812986887676,6,27,38,not sponsored
SPD,165381593630826_1231069887061986,26,78,113,not sponsored
SPD,165381593630826_1231041437064831,2,30,36,not sponsored
SPD,524965010906886_2666205026782863,15,38,56,not sponsored
SPD,524965010906886_2659704640766235,12,41,59,not sponsored
SPD,524965010906886_2729168827153149,11,35,96,not sponsored
SPD,524965010906886_2725599810843384,0,5,8,not sponsored
SPD,524965010906886_2701477106588988,14,62,81,not sponsored
SPD,524965010906886_2728359270567438,13,60,92,not sponsored
SPD,524965010906886_2621247791278587,23,66,105,not sponsored
SPD,524965010906886_2729101747159857,15,59,93,not sponsored
SPD,524965010906886_2715857618484270,3,33,44,not sponsored
SPD,524965010906886_379698005977273,22,34,110,not sponsored
SPD,524965010906886_2721254671277898,8,26,38,not sponsored
SPD,524965010906886_2715838765152822,9,35,52,not sponsored
SPD,524965010906886_2716344828435549,9,24,39,not sponsored
SPD,524965010906886_2726324024104296,13,59,90,not sponsored
SPD,524965010906886_2715825611820804,7,52,63,not sponsored
SPD,524965010906886_2720775114659187,11,50,80,not sponsored
SPD,524965010906886_2723460114390687,5,58,70,not sponsored
SPD,524965010906886_2723160171087348,2,25,31,not sponsored
SPD,524965010906886_2718895438180488,0,17,20,not sponsored
SPD,524965010906886_2720787577991274,17,149,289,middle
SPD,524965010906886_2720655001337865,27,44,77,not sponsored
SPD,524965010906886_2715844568485575,2,54,58,not sponsored
SPD,524965010906886_2721167271286638,13,37,56,not sponsored
SPD,524965010906886_2716459185090780,13,64,132,middle
SPD,524965010906886_2714512401952125,12,36,61,not sponsored
SPD,524965010906886_2718620308208001,31,52,105,not sponsored
SPD,524965010906886_2716436968426335,1,10,13,not sponsored
SPD,524965010906886_2714460565290642,8,47,68,not sponsored
SPD,524965010906886_678133529312843,0,3,5,not sponsored
SPD,524965010906886_2718655421537823,7,26,38,not sponsored
SPD,524965010906886_2711350788934953,23,76,119,not sponsored
SPD,524965010906886_2718123168257715,15,48,74,not sponsored
SPD,524965010906886_2703973106339388,2,40,47,not sponsored
SPD,524965010906886_2709275592475806,30,107,162,not sponsored
SPD,524965010906886_419365145573666,6,21,45,not sponsored
SPD,524965010906886_2708697035866995,21,139,284,high
SPD,524965010906886_2709043692498996,0,9,14,not sponsored
SPD,524965010906886_2708944755842223,25,44,73,not sponsored
SPD,524965010906886_2698770560192976,1,6,8,not sponsored
SPD,524965010906886_2699420333461332,5,42,50,not sponsored
SPD,524965010906886_2699313153472050,8,45,57,not sponsored
SPD,524965010906886_2708701372533228,1,27,42,not sponsored
SPD,524965010906886_378054652799253,0,3,7,not sponsored
SPD,524965010906886_2699860563417309,4,35,41,not sponsored
SPD,524965010906886_2687382934665072,17,52,80,not sponsored
SPD,524965010906886_2686964318040267,17,28,47,not sponsored
SPD,524965010906886_2701490586587640,11,69,93,not sponsored
SPD,524965010906886_2701095839960448,1,11,20,not sponsored
SPD,524965010906886_2703840103019355,35,176,412,high
SPD,524965010906886_2687457224657643,11,73,111,not sponsored
SPD,524965010906886_2688767434526622,5,25,30,not sponsored
SPD,524965010906886_2684138621656170,4,44,77,middle
SPD,524965010906886_2699863773416988,3,29,36,not sponsored
SPD,524965010906886_2686840971385935,61,184,324,high
SPD,524965010906886_2691567277579971,2,19,23,not sponsored
SPD,524965010906886_2675532635850102,0,10,12,not sponsored
SPD,524965010906886_2687399341330098,21,47,74,not sponsored
SPD,524965010906886_2687487774654588,19,41,75,not sponsored
SPD,524965010906886_2681848105218555,4,53,61,not sponsored
SPD,524965010906886_2689676611102371,11,56,76,not sponsored
SPD,524965010906886_2687419294661436,18,46,71,not sponsored
SPD,524965010906886_2687377981332234,21,37,66,not sponsored
SPD,524965010906886_2686249384778427,21,17,42,not sponsored
SPD,524965010906886_2673299966073369,9,33,51,not sponsored
SPD,524965010906886_2678134778923221,1,56,63,not sponsored
SPD,524965010906886_2668339526569413,22,118,209,high
SPD,524965010906886_2673257132744319,13,39,63,not sponsored
SPD,524965010906886_2659029487500417,12,47,61,not sponsored
SPD,524965010906886_2657362824333750,10,40,54,not sponsored
SPD,524965010906886_2673201569416542,17,25,75,not sponsored
SPD,524965010906886_2672713242798708,0,7,8,not sponsored
SPD,524965010906886_2654234331313266,4,20,26,not sponsored
SPD,524965010906886_2654248884645144,52,224,408,high
SPD,524965010906886_2651991218204244,15,35,53,not sponsored
SPD,524965010906886_2656526647750701,5,29,36,not sponsored
SPD,524965010906886_2659708124099220,10,46,59,not sponsored
SPD,524965010906886_2659706757432690,11,53,77,not sponsored
SPD,524965010906886_2668380343231998,0,9,11,not sponsored
SPD,524965010906886_2659631794106853,3,47,56,not sponsored
SPD,524965010906886_2635724236497609,17,51,71,not sponsored
SPD,524965010906886_2652242341512465,0,11,13,not sponsored
SPD,524965010906886_2636059629797403,1,13,15,not sponsored
SPD,524965010906886_2639847889418577,0,8,9,not sponsored
SPD,524965010906886_358711988075131,0,0,0,middle
SPD,524965010906886_2654154334654599,1,4,7,not sponsored
SPD,524965010906886_2622061461197220,4,30,39,not sponsored
SPD,524965010906886_2621135557956477,17,21,39,not sponsored
SPD,524965010906886_2610560939013939,7,33,51,not sponsored
SPD,524965010906886_2605145822888784,7,44,55,not sponsored
SPD,524965010906886_2729110523825646,15,80,138,not sponsored
SPD,524965010906886_2597037847032915,5,17,25,not sponsored
SPD,524965010906886_2594828680587165,35,90,135,not sponsored
SPD,524965010906886_2724133750989990,19,113,178,not sponsored
SPD,524965010906886_2722770751126290,7,45,60,middle
SPD,524965010906886_2601445049925528,1,8,11,not sponsored
SPD,524965010906886_2583339988402701,2,19,21,not sponsored
SPD,524965010906886_2592154190854614,13,50,69,not sponsored
SPD,524965010906886_2575156172554416,5,45,53,not sponsored
SPD,524965010906886_2588679804535386,12,30,42,not sponsored
SPD,524965010906886_2573068899429810,2,25,29,not sponsored
SPD,524965010906886_2574811912588842,10,24,35,not sponsored
SPD,524965010906886_2581247568611943,4,16,20,not sponsored
SPD,524965010906886_2574921412577892,3,9,14,not sponsored
SPD,524965010906886_2566833090053391,9,41,58,not sponsored
SPD,524965010906886_2560933243976709,16,38,63,not sponsored
SPD,524965010906886_2552585321478168,39,52,98,not sponsored
SPD,524965010906886_2552598934810140,20,51,75,not sponsored
SPD,524965010906886_2555219574548076,10,59,74,not sponsored
SPD,524965010906886_2687470741322958,17,62,98,not sponsored
SPD,524965010906886_2546171492119551,20,36,59,not sponsored
SPD,524965010906886_2537754216294612,59,65,137,not sponsored
SPD,134137749971478_2371156786269552,10,15,26,not sponsored
SPD,134137749971478_2361532917231939,9,144,165,low
SPD,134137749971478_2412097205508843,3,36,51,not sponsored
SPD,134137749971478_2409924665726097,3,5,17,not sponsored
SPD,134137749971478_2338693212849243,27,47,98,low
SPD,134137749971478_2409608812424349,16,49,74,not sponsored
SPD,134137749971478_2411511442234086,28,90,134,not sponsored
SPD,134137749971478_2387345034650727,14,21,48,not sponsored
SPD,134137749971478_2397620776956486,10,46,63,not sponsored
SPD,134137749971478_2353589491636842,60,61,165,not sponsored
SPD,134137749971478_2402908676427696,3,30,42,not sponsored
SPD,134137749971478_2399559323429298,11,19,33,not sponsored
SPD,134137749971478_2396226737095890,7,32,45,not sponsored
SPD,134137749971478_2397621866956377,2,20,30,not sponsored
SPD,134137749971478_2387328484652382,11,49,66,not sponsored
SPD,134137749971478_2391103024274928,3,20,23,not sponsored
SPD,134137749971478_2396179047100659,8,65,87,low
SPD,134137749971478_2397529870298910,1,5,18,not sponsored
SPD,134137749971478_2312479698803928,8,82,111,not sponsored
SPD,134137749971478_2391095884275642,31,190,312,low
SPD,134137749971478_2385870984798132,6,33,39,not sponsored
SPD,134137749971478_2385931071458790,7,26,43,not sponsored
SPD,134137749971478_2384383831613514,9,40,58,not sponsored
SPD,134137749971478_2388908004494430,2,16,21,not sponsored
SPD,134137749971478_2390629267655637,1,33,36,not sponsored
SPD,134137749971478_2387309804654250,41,227,374,not sponsored
SPD,134137749971478_331304617561618,3,8,17,not sponsored
SPD,134137749971478_1154081228108113,27,17,62,not sponsored
SPD,134137749971478_2383830825002148,5,12,17,not sponsored
SPD,134137749971478_2382183675166863,2,39,42,not sponsored
SPD,134137749971478_2388914751160422,18,86,143,low
SPD,134137749971478_2384011064984124,1,22,24,not sponsored
SPD,134137749971478_2372462009472363,13,113,151,not sponsored
SPD,134137749971478_2374380572613840,26,62,160,middle
SPD,134137749971478_2288435804541651,1,17,24,not sponsored
SPD,134137749971478_2377078699010694,11,23,39,not sponsored
SPD,134137749971478_2377582848960279,1,8,13,not sponsored
SPD,134137749971478_2373143699404194,30,156,257,low
SPD,134137749971478_2374070125978218,11,63,126,low
SPD,134137749971478_2280303175354914,1,8,9,not sponsored
SPD,134137749971478_2366676500050914,30,77,135,low
SPD,134137749971478_2373209076064323,13,172,271,low
SPD,134137749971478_2367972376587993,20,121,195,low
SPD,134137749971478_2367896229928941,17,35,97,low
SPD,134137749971478_2366305080088056,38,23,63,not sponsored
SPD,134137749971478_2356769914374906,1,11,13,not sponsored
SPD,134137749971478_2352067534845144,7,20,28,not sponsored
SPD,134137749971478_2351976534854244,2,21,34,not sponsored
SPD,134137749971478_2353435741374990,14,99,176,low
SPD,134137749971478_2351741708211060,2,24,38,not sponsored
SPD,134137749971478_2353383868046844,0,17,30,not sponsored
SPD,134137749971478_2338946682823896,44,143,324,low
SPD,134137749971478_2351926514859246,8,24,47,low
SPD,134137749971478_2342110305840867,0,10,12,not sponsored
SPD,134137749971478_2342278092490755,15,28,46,not sponsored
SPD,134137749971478_2338926002825964,5,58,70,not sponsored
SPD,134137749971478_2333237616728136,0,11,12,not sponsored
SPD,134137749971478_830244800672809,0,4,5,not sponsored
SPD,134137749971478_2245884852146877,0,0,0,not sponsored
SPD,134137749971478_588392281565671,0,0,0,not sponsored
SPD,134137749971478_2321984401186791,5,21,39,not sponsored
SPD,134137749971478_2319034848148413,12,27,45,not sponsored
SPD,134137749971478_2323769824341582,10,46,133,low
SPD,134137749971478_2334485186603379,1,27,33,not sponsored
SPD,134137749971478_2320551504663414,11,53,106,not sponsored
SPD,134137749971478_2317339221651309,0,1,6,not sponsored
SPD,134137749971478_2331278863590678,9,114,168,low
SPD,134137749971478_2329640753754489,2,10,13,not sponsored
SPD,134137749971478_2311128215605743,3,46,50,not sponsored
SPD,134137749971478_2323734291011802,6,13,30,not sponsored
SPD,134137749971478_2319038434814721,4,45,63,not sponsored
SPD,134137749971478_1338013303041017,18,33,75,low
SPD,134137749971478_703185446750371,0,0,0,not sponsored
SPD,134137749971478_2297197336998831,10,71,108,not sponsored
SPD,134137749971478_2314070528644845,28,160,218,low
SPD,134137749971478_2317066181678613,8,18,43,not sponsored
SPD,134137749971478_2306349556083609,1,8,14,not sponsored
SPD,134137749971478_2309685725749992,4,19,30,not sponsored
SPD,134137749971478_2303411263044105,8,53,77,not sponsored
SPD,134137749971478_2301882939863604,8,49,73,not sponsored
SPD,134137749971478_2304165069635391,20,21,44,not sponsored
SPD,134137749971478_2308224825896082,32,175,240,not sponsored
SPD,134137749971478_2307781175940447,7,24,41,not sponsored
SPD,134137749971478_2296148350437063,17,30,52,not sponsored
SPD,134137749971478_2296032613781970,15,22,44,not sponsored
SPD,134137749971478_2289687851083113,6,33,49,not sponsored
SPD,134137749971478_2291264540925444,5,15,25,not sponsored
SPD,134137749971478_2289652047753360,53,133,254,not sponsored
SPD,134137749971478_2298925303492701,2,6,9,not sponsored
SPD,134137749971478_297559220932048,0,0,0,not sponsored
SPD,134137749971478_2298678866850678,15,28,64,not sponsored
SPD,134137749971478_2287380851313813,46,208,296,not sponsored
SPD,134137749971478_2295883323796899,14,116,179,not sponsored
SPD,134137749971478_2293369884048243,6,79,97,not sponsored
SPD,134137749971478_2287292871322611,2,14,23,not sponsored
SPD,134137749971478_2280424808676084,6,20,29,not sponsored
SPD,134137749971478_2278941115491120,17,59,83,not sponsored
SPD,134137749971478_2288902517828313,1,13,16,not sponsored
SPD,134137749971478_2275631969155368,12,69,93,not sponsored
SPD,134137749971478_2278936575491574,4,22,29,not sponsored
SPD,134137749971478_2280368508681714,3,29,33,not sponsored
SPD,134137749971478_2276036779114887,4,22,55,not sponsored
SPD,134137749971478_2271548852897013,15,25,46,not sponsored
SPD,134137749971478_2271596226225609,14,59,85,not sponsored
SPD,134137749971478_2271504819568083,5,24,37,not sponsored
SPD,139470429458087_2683372608401177,24,43,155,not sponsored
SPD,139470429458087_2764072803664490,28,47,81,not sponsored
SPD,139470429458087_2769914259747011,2,15,25,not sponsored
SPD,139470429458087_2757503074321463,8,94,141,not sponsored
SPD,139470429458087_2754240881314349,7,38,48,not sponsored
SPD,139470429458087_2746551598749944,7,24,35,not sponsored
SPD,139470429458087_2751394074932363,23,111,158,not sponsored
SPD,139470429458087_2752325104839260,25,134,213,not sponsored
SPD,139470429458087_2744570942281343,37,206,368,low
SPD,139470429458087_2692433257495112,7,34,45,not sponsored
SPD,139470429458087_298464954435129,0,0,0,not sponsored
SPD,139470429458087_2735350036536767,14,161,216,low
SPD,139470429458087_2734825556589215,34,181,257,not sponsored
SPD,139470429458087_394223474634484,0,0,0,not sponsored
SPD,139470429458087_399072344268973,0,0,0,not sponsored
SPD,139470429458087_2721082781296826,2,10,12,not sponsored
SPD,139470429458087_2607037289368043,8,35,78,not sponsored
SPD,139470429458087_300031800914803,26,41,89,not sponsored
SPD,139470429458087_2099685226817175,6,7,14,not sponsored
SPD,139470429458087_1374393296050636,0,0,0,not sponsored
SPD,139470429458087_2725584850846619,15,37,55,low
SPD,139470429458087_2714788965259541,2,22,26,not sponsored
SPD,139470429458087_2717422024996235,3,20,23,not sponsored
SPD,139470429458087_2730369207034850,16,175,210,not sponsored
SPD,139470429458087_2725463314192106,18,59,84,not sponsored
SPD,139470429458087_2722279564510481,12,46,64,not sponsored
SPD,139470429458087_2720427568029014,39,252,404,low
SPD,139470429458087_2720254648046306,18,39,69,middle
SPD,139470429458087_2712672838804487,18,95,123,not sponsored
SPD,139470429458087_2710565772348527,208,239,584,low
SPD,139470429458087_2640478022646187,0,4,4,not sponsored
SPD,139470429458087_290094475263033,0,2,2,not sponsored
SPD,139470429458087_3323742270984974,2,7,11,not sponsored
SPD,139470429458087_2574366799301759,27,69,112,not sponsored
SPD,139470429458087_314641905896051,0,0,0,not sponsored
SPD,139470429458087_2558937564178016,14,77,96,not sponsored
SPD,139470429458087_2694404237298014,35,172,258,low
SPD,139470429458087_412652899315053,0,0,0,not sponsored
SPD,139470429458087_2707779315960506,5,35,43,not sponsored
SPD,139470429458087_2685650294840075,18,125,205,middle
SPD,139470429458087_1134250720109981,0,0,0,not sponsored
SPD,139470429458087_1004926939698871,0,1,1,not sponsored
SPD,139470429458087_2295553224101139,0,4,4,not sponsored
SPD,139470429458087_2666466143425157,19,54,80,low
SPD,139470429458087_2506723256025000,0,0,0,not sponsored
SPD,139470429458087_2671097362962035,11,54,69,not sponsored
SPD,139470429458087_1246880092126080,0,2,2,not sponsored
SPD,139470429458087_2653677821370656,27,72,107,not sponsored
SPD,139470429458087_401545737309099,0,3,6,not sponsored
SPD,139470429458087_2662372433834528,72,121,257,not sponsored
SPD,139470429458087_595489314250365,0,4,6,not sponsored
SPD,139470429458087_1011202485744177,0,3,3,not sponsored
SPD,139470429458087_2641273462611092,59,281,477,not sponsored
SPD,139470429458087_2620335854704853,37,211,284,not sponsored
SPD,139470429458087_2618203344918104,7,43,68,not sponsored
SPD,139470429458087_2607173976021041,3,14,20,not sponsored
SPD,139470429458087_2429109953805985,0,0,0,not sponsored
SPD,139470429458087_2592366474168458,10,64,84,not sponsored
SPD,139470429458087_2600473333357772,24,80,127,not sponsored
SPD,139470429458087_2592121050859667,45,208,484,not sponsored
SPD,139470429458087_2588536977884741,73,204,339,not sponsored
SPD,139470429458087_2580515672020205,19,97,145,not sponsored
SPD,139470429458087_2574441792627593,7,32,42,not sponsored
SPD,139470429458087_2572867366118369,47,202,351,not sponsored
SPD,130273271119_10156128090846120,5,37,46,not sponsored
SPD,130273271119_10156138122966120,2,3,14,not sponsored
SPD,130273271119_10156137999266120,1,13,15,not sponsored
SPD,130273271119_10156139682116120,0,20,20,not sponsored
SPD,130273271119_10156142452536120,0,15,19,not sponsored
SPD,130273271119_1033983120133822,0,0,0,not sponsored
SPD,130273271119_10156133728066120,7,28,45,not sponsored
SPD,130273271119_10156133003926120,6,42,55,not sponsored
SPD,130273271119_10156132622461120,0,9,11,not sponsored
SPD,130273271119_10156137359971120,3,76,88,not sponsored
SPD,130273271119_10156131147461120,5,13,19,not sponsored
SPD,130273271119_10156130228486120,1,18,19,not sponsored
SPD,130273271119_10156133695131120,0,23,27,not sponsored
SPD,130273271119_10156128247051120,2,18,23,not sponsored
SPD,130273271119_10156121896256120,1,7,9,not sponsored
SPD,130273271119_10156126502726120,14,17,33,not sponsored
SPD,130273271119_10156127887656120,30,139,410,low
SPD,130273271119_10156114339591120,31,121,310,low
SPD,130273271119_10156122180721120,2,21,24,not sponsored
SPD,130273271119_10156125955846120,2,10,13,not sponsored
SPD,130273271119_10156101120766120,1,10,11,not sponsored
SPD,130273271119_10156119497486120,7,98,116,not sponsored
SPD,130273271119_404572437057845,39,29,93,not sponsored
SPD,130273271119_10156108845766120,5,13,20,not sponsored
SPD,130273271119_10156118953081120,0,23,25,not sponsored
SPD,130273271119_10156121177481120,1,9,10,not sponsored
SPD,130273271119_10156114732816120,2,17,19,not sponsored
SPD,130273271119_10156110095946120,37,133,310,low
SPD,130273271119_10156108471766120,36,34,79,not sponsored
SPD,130273271119_10156108123321120,0,12,13,not sponsored
SPD,130273271119_10156096878041120,3,12,16,not sponsored
SPD,130273271119_10156106651616120,0,10,14,not sponsored
SPD,130273271119_10156104298891120,1,22,25,not sponsored
